,Cues,Targets,Target Normed?,Sample Size,# Subjects Producing Target ,Forward Strength,Backward Strength,Mediated Strength,# Mediated Associates,# Potential Non-Normed Mediators,Shared Associate Strength,# Shared Associates,Cue Set Size,# Cue Competitors,Cue Competitor Strength,Cue Frequency (K&F),Cue Concreteness(Scale 1-7),Cue Homograph? (Letter=Yes),Cue Part of Speech,Mean Cue Connectivity,Cue Connectivity Strength,Cue Resonance Probability,Cue Resonance Strength,Target Set Size,# Target Competitors,Target Competitor Strength,Target Frequency (K&F),Target Concreteness(Scale 1-7),Target Homograph? (Letter=Yes),Target Part of Speech,Mean Target Connectivity,Target Connectivity Strength,Target Resonance Probability,Target Resonance Strength,# of Other Associate Links to Target,Strength of Other Associate Links to Target
50652,RADIO,DIAL,YES,148.0,3.0,0.02,0,0.0,0.0,0.0,0.0009,1.0,13.0,11.0,0.758,120.0,6.45,,N,2.85,4.47,0.46,1.6,12,11,0.915,1,5.33,H,N,1.08,2.61,0.25,1.06,missing,missing
50653,RADIO,FREQUENCY,YES,148.0,7.0,0.047,0.129,0.0,0.0,0.0,0.0011,2.0,13.0,10.0,0.751,120.0,6.45,,N,2.85,4.47,0.46,1.6,17,9,0.394,22,missing,,N,missing,missing,missing,missing,missing,missing
50654,RADIO,HEAR,YES,148.0,2.0,0.014,0,0.0193,4.0,0.0,0.0168,4.0,13.0,8.0,0.507,120.0,6.45,,N,2.85,4.47,0.46,1.6,11,7,0.422,153,3.9,,V,2.82,3.86,0.73,2.27,missing,missing
50655,RADIO,LISTEN,YES,148.0,4.0,0.027,0,0.0114,4.0,0.0,0.0102,3.0,13.0,7.0,0.298,120.0,6.45,,N,2.85,4.47,0.46,1.6,15,10,0.35,51,4.04,,V,1.85,3.52,0.62,1.57,missing,missing
50656,RADIO,LOUD,YES,148.0,5.0,0.034,0,0.0312,5.0,0.0,0.0092,3.0,13.0,7.0,0.264,120.0,6.45,,N,2.85,4.47,0.46,1.6,11,6,0.502,20,3.93,,AJ,1.78,2.7,0.78,2.08,missing,missing
50657,RADIO,MUSIC,YES,148.0,40.0,0.27,0.041,0.0755,7.0,0.0,0.0099,6.0,13.0,5.0,0.25,120.0,6.45,,N,2.85,4.47,0.46,1.6,25,18,0.59,216,5.15,,N,2.64,6.34,0.88,4.28,7,0.792
50658,RADIO,NOISE,YES,148.0,2.0,0.014,0,0.021,4.0,0.0,0.0269,5.0,13.0,7.0,0.297,120.0,6.45,,N,2.85,4.47,0.46,1.6,14,8,0.27,37,5.29,,N,2.15,3.75,0.69,2.05,missing,missing
50659,RADIO,SOUND,YES,148.0,2.0,0.014,0,0.0318,7.0,0.0,0.0736,5.0,13.0,5.0,0.223,120.0,6.45,,N,2.85,4.47,0.46,1.6,10,5,0.103,204,5.28,P,N,2.5,3.42,0.8,1.49,missing,missing
50660,RADIO,STATION,YES,148.0,14.0,0.095,0.067,0.0014,1.0,0.0,0.0012,1.0,13.0,11.0,0.683,120.0,6.45,,N,2.85,4.47,0.46,1.6,10,7,0.736,105,5.48,,N,1,2.2,0.89,1.35,1,0.021
50661,RADIO,STEREO,YES,148.0,30.0,0.203,0.125,0.0119,3.0,0.0,0.0952,4.0,13.0,7.0,0.284,120.0,6.45,,N,2.85,4.47,0.46,1.6,14,7,0.168,12,6.4,,N,missing,missing,missing,missing,missing,missing
50662,RADIO,TAPE,YES,148.0,3.0,0.02,0.014,0.0,0.0,0.0,0.0449,2.0,13.0,10.0,0.529,120.0,6.45,,N,2.85,4.47,0.46,1.6,18,12,0.407,35,5.62,,N,missing,missing,missing,missing,missing,missing
50663,RADIO,TELEVISION,YES,148.0,10.0,0.068,0.221,0.0019,2.0,0.0,0.002,1.0,13.0,10.0,0.663,120.0,6.45,,N,2.85,4.47,0.46,1.6,19,15,0.567,50,6.4,,N,1.41,2.25,0.82,3.52,2,0.03
51438,RECIPE,BAKE,YES,154.0,3.0,0.019,0,0.0271,3.0,1.0,0.0999,5.0,11.0,4.0,0.058,8.0,missing,,N,2.7,4.1,0.1,1.3,10,5,0.19,12,4.76,,V,2,2.43,0.7,1.65,missing,missing
51439,RECIPE,CAKE,YES,154.0,3.0,0.019,0,0.0087,2.0,1.0,0.0206,4.0,11.0,5.0,0.389,8.0,missing,,N,2.7,4.1,0.1,1.3,19,15,0.664,13,6.11,,N,2.79,4.52,0.47,3.39,missing,missing
51440,RECIPE,CHICKEN,YES,154.0,2.0,0.013,0,0.0005,1.0,1.0,0.0206,2.0,11.0,6.0,0.427,8.0,missing,,N,2.7,4.1,0.1,1.3,29,23,0.587,37,5.79,,N,1.8,4.83,0.56,3.12,missing,missing
51441,RECIPE,COOK,YES,154.0,51.0,0.331,0,0.0085,3.0,1.0,0.1021,4.0,11.0,4.0,0.077,8.0,missing,,N,2.7,4.1,0.1,1.3,15,11,0.292,47,4.91,,V,1.6,3.99,0.33,2.23,missing,missing
51442,RECIPE,COOKBOOK,YES,154.0,3.0,0.019,0.304,0.0,0.0,1.0,0.1301,3.0,11.0,6.0,0.109,8.0,missing,,N,2.7,4.1,0.1,1.3,12,6,0.123,0,missing,,N,1.8,3.88,0.1,1.02,0,0
51443,RECIPE,COOKIE,YES,154.0,5.0,0.032,0,0.0018,2.0,1.0,0.0098,4.0,11.0,5.0,0.389,8.0,missing,,N,2.7,4.1,0.1,1.3,17,13,0.814,1,6.3,,N,2.24,5.1,0.41,1.46,missing,missing
51444,RECIPE,EAT,YES,154.0,2.0,0.013,0,0.2165,6.0,1.0,0.1542,1.0,11.0,3.0,0.051,8.0,missing,,N,2.7,4.1,0.1,1.3,11,9,0.331,61,4.75,,N,1.2,2.21,0.7,1.97,missing,missing
51445,RECIPE,FOOD,YES,154.0,58.0,0.377,0,0.1015,8.0,1.0,0.0053,1.0,11.0,1.0,0.013,8.0,missing,,N,2.7,4.1,0.1,1.3,18,15,0.311,147,5.84,,N,1.69,2.4,0.63,2.91,missing,missing
51446,RECIPE,INGREDIENT,NO,154.0,4.0,0.026,missing,0.0,0.0,0.0,0.0,0.0,11.0,10.0,0.849,8.0,missing,,N,2.7,4.1,0.1,1.3,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
51447,RECIPE,INSTRUCTION,YES,154.0,2.0,0.013,0,0.0,0.0,1.0,0.0,0.0,11.0,9.0,0.836,8.0,missing,,N,2.7,4.1,0.1,1.3,19,17,0.721,26,missing,,N,2.24,4.17,0,1,missing,missing
51448,RECIPE,KITCHEN,YES,154.0,2.0,0.013,0,0.0061,2.0,1.0,0.1218,3.0,11.0,5.0,0.096,8.0,missing,,N,2.7,4.1,0.1,1.3,22,17,0.504,90,6.63,,N,2,3.9,0.4,1.58,missing,missing
52009,RELIABLE,CAR,YES,147.0,4.0,0.027,0,0.0,0.0,3.0,0.0,0.0,15.0,11.0,0.382,22.0,missing,,AJ,missing,missing,missing,missing,25,22,0.798,274,6.35,,N,2.5,4.42,0.91,5.52,missing,missing
52010,RELIABLE,COUNT ON,NO,147.0,2.0,0.014,missing,0.0,0.0,0.0,0.0,0.0,15.0,12.0,0.409,22.0,missing,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
52011,RELIABLE,DEPENDABLE,NO,147.0,38.0,0.259,missing,0.0,0.0,0.0,0.0,0.0,15.0,12.0,0.409,22.0,missing,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
52012,RELIABLE,FRIEND,YES,147.0,7.0,0.048,0,0.0377,3.0,3.0,0.0004,1.0,15.0,7.0,0.157,22.0,missing,,AJ,missing,missing,missing,missing,22,19,0.771,133,4.4,,N,2.05,4.31,0.75,5.16,missing,missing
52013,RELIABLE,GOOD,YES,147.0,2.0,0.014,0,0.013,4.0,3.0,0.0,0.0,15.0,7.0,0.123,22.0,missing,,AJ,missing,missing,missing,missing,8,8,0.89,807,2.53,,AJ,0.75,1.44,0.75,2.63,missing,missing
52014,RELIABLE,HONEST,YES,147.0,2.0,0.014,0,0.0306,1.0,3.0,0.0031,2.0,15.0,9.0,0.225,22.0,missing,,AJ,missing,missing,missing,missing,18,14,0.644,47,2.74,,AJ,2.75,4.32,0.31,1.84,missing,missing
52015,RELIABLE,ME,YES,147.0,2.0,0.014,0,0.0034,2.0,3.0,0.0,0.0,15.0,9.0,0.219,22.0,missing,,AJ,missing,missing,missing,missing,12,11,0.691,1181,5,,P,missing,missing,missing,missing,missing,missing
52016,RELIABLE,MOM,YES,147.0,2.0,0.014,0,0.0025,2.0,3.0,0.001,1.0,15.0,8.0,0.171,22.0,missing,,AJ,missing,missing,missing,missing,5,4,0.849,3,6.4,,N,1.2,1.2,0.6,1.83,missing,missing
52017,RELIABLE,NOT,YES,147.0,2.0,0.014,0,0.0008,1.0,3.0,0.0003,1.0,15.0,9.0,0.327,22.0,missing,,AJ,missing,missing,missing,missing,21,14,0.61,4609,2.68,,AD,missing,missing,missing,missing,missing,missing
52018,RELIABLE,PERSON,YES,147.0,3.0,0.02,0,0.003,1.0,3.0,0.0037,2.0,15.0,8.0,0.273,22.0,missing,,AJ,missing,missing,missing,missing,14,11,0.746,175,6.51,,N,1.85,3.23,0.31,1.73,missing,missing
52019,RELIABLE,RESPONSIBLE,YES,147.0,8.0,0.054,0.062,0.0031,1.0,3.0,0.0179,5.0,15.0,7.0,0.151,22.0,missing,,AJ,missing,missing,missing,missing,17,8,0.341,71,missing,,AJ,missing,missing,missing,missing,missing,missing
52020,RELIABLE,SAFE,YES,147.0,3.0,0.02,0,0.0,0.0,3.0,0.0004,2.0,15.0,9.0,0.361,22.0,missing,,AJ,missing,missing,missing,missing,21,18,0.763,58,3.72,G,AJ,1.4,3.03,0.3,1.59,missing,missing
52021,RELIABLE,SURE,YES,147.0,2.0,0.014,0,0.0006,2.0,3.0,0.0,0.0,15.0,9.0,0.361,22.0,missing,,AJ,missing,missing,missing,missing,13,12,0.788,264,2.77,,AJ,1.42,2.43,0.5,1.8,missing,missing
52022,RELIABLE,TRUSTWORTHY,YES,147.0,23.0,0.156,0.047,0.0013,2.0,3.0,0.0213,7.0,15.0,5.0,0.095,22.0,missing,,AJ,missing,missing,missing,missing,16,7,0.23,3,missing,,AJ,2.36,3.12,0.36,1.28,0,0
52023,RELIABLE,UNRELIABLE,NO,147.0,9.0,0.061,missing,0.0,0.0,0.0,0.0,0.0,15.0,12.0,0.409,22.0,missing,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
53616,ROOF,CEILING,YES,127.0,22.0,0.173,0.35,0.005,1.0,0.0,0.0138,2.0,9.0,6.0,0.505,59.0,5.82,,N,0.89,2.21,0.67,2.12,10,7,0.33,31,6.02,,N,1.2,1.7,0.5,1.47,1,0.16
53617,ROOF,FLOOR,YES,127.0,4.0,0.031,0.021,0.0516,2.0,0.0,0.0382,3.0,9.0,5.0,0.371,59.0,5.82,,N,0.89,2.21,0.67,2.12,12,8,0.393,158,5.47,,N,1.17,2.58,0.67,2.68,2,0.796
53618,ROOF,HOUSE,YES,127.0,39.0,0.307,0.024,0.0121,2.0,0.0,0.0,0.0,9.0,6.0,0.45,59.0,5.82,,N,0.89,2.21,0.67,2.12,13,12,0.817,591,6.21,,N,1,1.54,0.85,2.68,2,0.118
53619,ROOF,RAIN,YES,127.0,2.0,0.016,0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.89,59.0,5.82,,N,0.89,2.21,0.67,2.12,18,17,0.871,70,5.77,,N,1.65,3.28,0.82,3.49,missing,missing
53620,ROOF,SHINGLE,YES,127.0,15.0,0.118,0.611,0.0,0.0,0.0,0.0301,2.0,9.0,6.0,0.457,59.0,5.82,,N,0.89,2.21,0.67,2.12,8,5,0.07,5,5.88,,N,0.75,1.15,0.13,1.12,0,0
53621,ROOF,TAR,YES,127.0,3.0,0.024,0.092,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.882,59.0,5.82,,N,0.89,2.21,0.67,2.12,16,15,0.825,12,5.93,,N,1,3.1,0.19,1.09,0,0
53622,ROOF,TILE,YES,127.0,3.0,0.024,0,0.0069,2.0,0.0,0.0179,1.0,9.0,6.0,0.733,59.0,5.82,,N,0.89,2.21,0.67,2.12,9,7,0.212,16,6.23,,N,0.88,1.22,0.63,1.4,missing,missing
53623,ROOF,TIN,YES,127.0,2.0,0.016,0.034,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.89,59.0,5.82,,N,0.89,2.21,0.67,2.12,13,12,0.851,12,5.87,,N,1.15,2.22,0.39,1.36,0,0
53624,ROOF,TOP,YES,127.0,25.0,0.197,0,0.0062,1.0,0.0,0.0,0.0,9.0,7.0,0.536,59.0,5.82,,N,0.89,2.21,0.67,2.12,11,11,0.894,204,4.31,T,N,0.82,2.61,0.55,1.82,missing,missing
53693,ROPE,BOAT,YES,178.0,3.0,0.017,0,0.0,0.0,2.0,0.0,0.0,21.0,18.0,0.678,15.0,6.36,G,N,1.05,2.48,0.58,2.31,16,16,0.876,72,6.33,,N,1.62,2.74,0.63,4.6,missing,missing
53694,ROPE,BURN,YES,178.0,7.0,0.039,0,0.0,0.0,2.0,0.0,0.0,21.0,18.0,0.656,15.0,6.36,G,N,1.05,2.48,0.58,2.31,20,19,0.669,15,4.81,,V,2.21,5.43,0.32,1.24,missing,missing
53695,ROPE,CHAIN,YES,178.0,2.0,0.011,0.028,0.0,0.0,2.0,0.0,0.0,21.0,18.0,0.684,15.0,6.36,G,N,1.05,2.48,0.58,2.31,14,13,0.778,50,5.85,T,N,0.57,1.57,0.79,1.79,0,0
53696,ROPE,CLIMB,YES,178.0,10.0,0.056,0,0.0074,1.0,2.0,0.0035,2.0,21.0,16.0,0.556,15.0,6.36,G,N,1.05,2.48,0.58,2.31,15,13,0.846,12,3.67,,V,2.07,5.4,0.53,1.76,missing,missing
53697,ROPE,DOPE,YES,178.0,3.0,0.017,0,0.0,0.0,2.0,0.0,0.0,21.0,18.0,0.678,15.0,6.36,G,N,1.05,2.48,0.58,2.31,15,13,0.843,2,missing,,N,2,5.03,0.23,1.05,missing,missing
53698,ROPE,FIBER,YES,178.0,2.0,0.011,0.014,0.0,0.0,2.0,0.0,0.0,21.0,18.0,0.684,15.0,6.36,G,N,1.05,2.48,0.58,2.31,21,16,0.643,27,missing,,N,missing,missing,missing,missing,missing,missing
53699,ROPE,HANG,YES,178.0,5.0,0.028,0.078,0.0062,2.0,2.0,0.0025,3.0,21.0,15.0,0.495,15.0,6.36,G,N,1.05,2.48,0.58,2.31,29,23,0.587,26,3.88,N,V,1.56,3.71,0.19,1.49,2,0.359
53700,ROPE,HEMP,NO,178.0,2.0,0.011,missing,0.0,0.0,0.0,0.0,0.0,21.0,19.0,0.695,15.0,6.36,G,N,1.05,2.48,0.58,2.31,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
53701,ROPE,JUMP,YES,178.0,11.0,0.061,0.228,0.0023,1.0,2.0,0.0,0.0,21.0,17.0,0.578,15.0,6.36,G,N,1.05,2.48,0.58,2.31,12,11,0.633,24,4.44,,V,0.58,1.03,0.33,2.01,1,0.041
53702,ROPE,KNOT,YES,178.0,5.0,0.028,0.394,0.0127,2.0,2.0,0.046,2.0,21.0,16.0,0.423,15.0,6.36,G,N,1.05,2.48,0.58,2.31,8,4,0.095,8,5.98,G,N,1.14,1.92,0.43,1.14,2,0.111
53703,ROPE,LADDER,YES,178.0,4.0,0.022,0,0.0026,1.0,2.0,0.0189,1.0,21.0,17.0,0.617,15.0,6.36,G,N,1.05,2.48,0.58,2.31,14,13,0.537,19,6.08,,N,1.57,2.68,0.29,1.4,missing,missing
53704,ROPE,LINE,YES,178.0,4.0,0.022,0.039,0.0007,1.0,2.0,0.0032,1.0,21.0,16.0,0.49,15.0,6.36,G,N,1.05,2.48,0.58,2.31,18,15,0.678,298,4.65,T,N,0.76,1.86,0.41,1.42,1,0.014
53705,ROPE,NOOSE,YES,178.0,3.0,0.017,0.152,0.0012,1.0,2.0,0.0097,1.0,21.0,17.0,0.65,15.0,6.36,G,N,1.05,2.48,0.58,2.31,12,10,0.319,3,5.28,,N,1.17,1.65,0.17,1.06,1,0.044
53706,ROPE,PULL,YES,178.0,5.0,0.028,0.017,0.0,0.0,2.0,0.0,0.0,21.0,18.0,0.667,15.0,6.36,G,N,1.05,2.48,0.58,2.31,10,8,0.833,51,3.4,,V,0.67,2.32,0.67,2.29,0,0
53707,ROPE,REPEL,NO,178.0,2.0,0.011,missing,0.0,0.0,0.0,0.0,0.0,21.0,19.0,0.695,15.0,6.36,G,N,1.05,2.48,0.58,2.31,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
53708,ROPE,SOAP,YES,178.0,2.0,0.011,0,0.0,0.0,2.0,0.0,0.0,21.0,18.0,0.684,15.0,6.36,G,N,1.05,2.48,0.58,2.31,22,21,0.903,22,5.77,,N,1.76,4.57,0.48,2.94,missing,missing
53709,ROPE,STRING,YES,178.0,24.0,0.133,0.228,0.0137,5.0,2.0,0.0064,4.0,21.0,12.0,0.312,15.0,6.36,G,N,1.05,2.48,0.58,2.31,17,12,0.544,19,5.4,G,N,1.12,2.95,0.65,2.18,5,0.345
53710,ROPE,SWING,YES,178.0,4.0,0.022,0.014,0.0003,1.0,2.0,0.0004,1.0,21.0,17.0,0.645,15.0,6.36,G,N,1.05,2.48,0.58,2.31,22,20,0.78,24,5.08,G,V,1.82,3.45,0.32,1.67,1,0.011
53711,ROPE,TIE,YES,178.0,20.0,0.111,0,0.0147,2.0,2.0,0.0027,1.0,21.0,16.0,0.423,15.0,6.36,G,N,1.05,2.48,0.58,2.31,17,13,0.588,23,5.55,N,V,1.14,2.19,0.64,1.91,missing,missing
53712,ROPE,TWINE,YES,178.0,9.0,0.05,0.122,0.0032,1.0,2.0,0.0293,3.0,21.0,15.0,0.479,15.0,6.36,G,N,1.05,2.48,0.58,2.31,18,10,0.239,0,5.05,,N,1.5,1.65,0.14,1.07,1,0.024
53713,ROPE,YARN,YES,178.0,2.0,0.011,0,0.0065,2.0,2.0,0.0041,1.0,21.0,16.0,0.501,15.0,6.36,G,N,1.05,2.48,0.58,2.31,17,15,0.876,14,5.82,N,N,2.56,6.73,0.38,1.42,missing,missing
54120,RURAL,AREA,YES,146.0,9.0,0.062,0,0.001,3.0,2.0,0.0011,2.0,16.0,9.0,0.495,54.0,3.54,,AJ,missing,missing,missing,missing,21,17,0.661,323,3.68,,N,1.47,2.97,0.32,1.25,missing,missing
54121,RURAL,CITY,YES,146.0,7.0,0.048,0,0.0511,5.0,2.0,0.014,4.0,16.0,8.0,0.187,54.0,3.54,,AJ,missing,missing,missing,missing,18,12,0.502,393,5.41,,N,1.19,2.66,0.63,2.83,missing,missing
54122,RURAL,COUNTRY,YES,146.0,36.0,0.247,0,0.0106,5.0,2.0,0.0052,3.0,16.0,7.0,0.153,54.0,3.54,,AJ,missing,missing,missing,missing,19,16,0.623,324,4.54,P,N,1.11,2,0.47,1.78,missing,missing
54123,RURAL,COUNTY,YES,146.0,2.0,0.014,0,0.0005,1.0,2.0,0.0207,4.0,16.0,9.0,0.249,54.0,3.54,,AJ,missing,missing,missing,missing,18,8,0.381,155,missing,,N,missing,missing,missing,missing,missing,missing
54124,RURAL,FAR,YES,146.0,3.0,0.021,0,0.0002,1.0,2.0,0.0005,2.0,16.0,11.0,0.598,54.0,3.54,,AJ,missing,missing,missing,missing,12,8,0.844,427,2.98,,AD,1.1,1.96,0.7,2.4,missing,missing
54125,RURAL,FARM,YES,146.0,12.0,0.082,0,0.0054,2.0,2.0,0.0136,1.0,16.0,11.0,0.304,54.0,3.54,,AJ,missing,missing,missing,missing,12,11,0.804,125,5.53,,N,1.5,1.55,0.67,1.88,missing,missing
54126,RURAL,FIELD,YES,146.0,2.0,0.014,0,0.0066,2.0,2.0,0.0039,2.0,16.0,10.0,0.242,54.0,3.54,,AJ,missing,missing,missing,missing,34,31,0.788,274,6.67,N,N,1.85,5.71,0.46,1.91,missing,missing
54127,RURAL,HOME,YES,146.0,2.0,0.014,0,0.0046,4.0,2.0,0.0003,1.0,16.0,9.0,0.509,54.0,3.54,,AJ,missing,missing,missing,missing,15,14,0.755,547,6.25,,N,1.47,2.12,0.4,1.9,missing,missing
54128,RURAL,MOUNTAINS,NO,146.0,2.0,0.014,missing,0.0,0.0,0.0,0.0,0.0,16.0,14.0,0.647,54.0,3.54,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
54129,RURAL,NEIGHBORHOOD,YES,146.0,2.0,0.014,0,0.0025,1.0,2.0,0.0052,3.0,16.0,10.0,0.495,54.0,3.54,,AJ,missing,missing,missing,missing,21,17,0.624,1,missing,,N,2,3.74,0.25,1.37,missing,missing
54130,RURAL,ROAD,YES,146.0,2.0,0.014,0,0.0,0.0,2.0,0.0,0.0,16.0,13.0,0.633,54.0,3.54,,AJ,missing,missing,missing,missing,24,22,0.829,197,5.48,N,N,1.77,3.98,0.64,3.29,missing,missing
54131,RURAL,SMALL,YES,146.0,2.0,0.014,0,0.0019,2.0,2.0,0.0,0.0,16.0,11.0,0.585,54.0,3.54,,AJ,missing,missing,missing,missing,9,8,0.859,542,3.98,,AJ,1.88,3.08,0.88,3.46,missing,missing
54132,RURAL,SUBURB,YES,146.0,9.0,0.062,0.06,0.0007,2.0,2.0,0.0277,6.0,16.0,8.0,0.235,54.0,3.54,,AJ,missing,missing,missing,missing,15,5,0.238,13,missing,,N,missing,missing,missing,missing,missing,missing
54133,RURAL,TOWN,YES,146.0,4.0,0.027,0,0.0209,3.0,2.0,0.0534,4.0,16.0,7.0,0.221,54.0,3.54,,AJ,missing,missing,missing,missing,10,5,0.123,212,5.52,,N,1.33,2.14,0.33,1.65,missing,missing
54134,RURAL,TREES,YES,146.0,2.0,0.014,0,0.0,0.0,2.0,0.0,0.0,16.0,13.0,0.633,54.0,3.54,,AJ,missing,missing,missing,missing,19,17,0.825,101,7,,N,1.53,2.56,0.12,1.08,missing,missing
54135,RURAL,URBAN,NO,146.0,22.0,0.151,missing,0.0,0.0,0.0,0.0,0.0,16.0,14.0,0.647,54.0,3.54,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
54711,SAVE,BANK,YES,180.0,3.0,0.017,0,0.003,1.0,2.0,0.1246,1.0,17.0,13.0,0.56,62.0,3.07,G,V,1.07,3.89,0.53,1.75,6,5,0.126,83,5.69,N,N,0.67,1.95,1,2.58,missing,missing
54712,SAVE,COLLECT,YES,180.0,2.0,0.011,0.028,0.0,0.0,2.0,0.0312,2.0,17.0,12.0,0.327,62.0,3.07,G,V,1.07,3.89,0.53,1.75,18,13,0.571,16,missing,G,V,1.19,2.96,0.25,1.42,0,0
54713,SAVE,CONSERVE,NO,180.0,4.0,0.022,missing,0.0,0.0,0.0,0.0,0.0,17.0,15.0,0.733,62.0,3.07,G,V,1.07,3.89,0.53,1.75,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
54714,SAVE,DESTROY,YES,180.0,2.0,0.011,0.011,0.0,0.0,2.0,0.0,0.0,17.0,14.0,0.722,62.0,3.07,G,V,1.07,3.89,0.53,1.75,24,20,0.734,48,3.63,,V,2.05,3.13,0.67,2.96,0,0
54715,SAVE,DROWN,YES,180.0,2.0,0.011,0.026,0.0,0.0,2.0,0.0,0.0,17.0,14.0,0.722,62.0,3.07,G,V,1.07,3.89,0.53,1.75,14,12,0.762,3,missing,,V,2.15,3.86,0.31,1.13,0,0
54716,SAVE,EARN,YES,180.0,2.0,0.011,0,0.0,0.0,2.0,0.0761,3.0,17.0,11.0,0.494,62.0,3.07,G,V,1.07,3.89,0.53,1.75,10,6,0.314,16,3.45,,V,0.89,2.63,0.22,1.02,missing,missing
54717,SAVE,GAIN,YES,180.0,2.0,0.011,0,0.0003,1.0,2.0,0.0,0.0,17.0,13.0,0.711,62.0,3.07,G,V,1.07,3.89,0.53,1.75,10,10,0.858,74,3.21,,V,1.2,1.98,0.5,1.47,missing,missing
54718,SAVE,HELP,YES,180.0,8.0,0.044,0.027,0.0069,1.0,2.0,0.0,0.0,17.0,13.0,0.645,62.0,3.07,G,V,1.07,3.89,0.53,1.75,23,21,0.712,311,2.82,,V,1.14,1.68,0.5,2.64,1,0.156
54719,SAVE,KEEP,YES,180.0,43.0,0.239,0.119,0.0149,3.0,2.0,0.0008,1.0,17.0,11.0,0.427,62.0,3.07,G,V,1.07,3.89,0.53,1.75,17,14,0.686,264,3.3,,V,1.56,3.35,0.5,1.8,3,0.426
54720,SAVE,LIFE,YES,180.0,8.0,0.044,0,0.0019,1.0,2.0,0.0035,1.0,17.0,13.0,0.672,62.0,3.07,G,V,1.07,3.89,0.53,1.75,11,10,0.647,715,3.88,,N,1.36,2.11,0.73,1.67,missing,missing
54721,SAVE,LIVE,YES,180.0,3.0,0.017,0,0.0091,1.0,2.0,0.0049,1.0,17.0,13.0,0.672,62.0,3.07,G,V,1.07,3.89,0.53,1.75,18,16,0.711,177,4.32,,V,2.47,4.38,0.35,1.82,missing,missing
54722,SAVE,MISER,NO,180.0,2.0,0.011,missing,0.0,0.0,0.0,0.0,0.0,17.0,15.0,0.733,62.0,3.07,G,V,1.07,3.89,0.53,1.75,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
54723,SAVE,MONEY,YES,180.0,28.0,0.156,0,0.0564,4.0,2.0,0.0062,2.0,17.0,10.0,0.477,62.0,3.07,G,V,1.07,3.89,0.53,1.75,19,16,0.629,265,5.77,,N,1.39,2.91,0.89,5.53,missing,missing
54724,SAVE,RESCUE,YES,180.0,8.0,0.044,0.388,0.0,0.0,2.0,0.0069,1.0,17.0,13.0,0.645,62.0,3.07,G,V,1.07,3.89,0.53,1.75,12,8,0.171,15,missing,,V,missing,missing,missing,missing,missing,missing
54725,SAVE,RETAIN,YES,180.0,7.0,0.039,0,0.005,1.0,2.0,0.0867,2.0,17.0,13.0,0.455,62.0,3.07,G,V,1.07,3.89,0.53,1.75,16,14,0.521,11,2.97,,V,3.12,5.88,0.13,1.03,missing,missing
54726,SAVE,SPEND,YES,180.0,11.0,0.061,0.11,0.0157,2.0,2.0,0.093,1.0,17.0,12.0,0.505,62.0,3.07,G,V,1.07,3.89,0.53,1.75,7,5,0.194,53,3.61,G,V,1.14,1.67,0.71,1.37,2,0.158
54727,SAVE,STORE,YES,180.0,3.0,0.017,0.031,0.0,0.0,2.0,0.0038,1.0,17.0,13.0,0.477,62.0,3.07,G,V,1.07,3.89,0.53,1.75,17,14,0.777,74,5.44,N,N,1.75,3.57,0.56,2.39,0,0
55550,SEASON,AUTUMN,YES,152.0,5.0,0.033,0.026,0.009,1.0,2.0,0.116,3.0,14.0,8.0,0.354,105.0,4.58,P,N,1.33,3.41,0.17,1.07,9,5,0.266,22,3.5,,N,1.89,3.22,0.33,1.18,1,0.047
55551,SEASON,BASEBALL,YES,152.0,3.0,0.02,0,0.0,0.0,2.0,0.0,0.0,14.0,11.0,0.855,105.0,4.58,P,N,1.33,3.41,0.17,1.07,18,17,0.875,57,5.75,,N,2.65,4.77,0.77,1.92,missing,missing
55552,SEASON,CHANGE,YES,152.0,9.0,0.059,0,0.0,0.0,2.0,0.0,0.0,14.0,11.0,0.816,105.0,4.58,P,N,1.33,3.41,0.17,1.07,15,13,0.615,240,3.06,N,V,0.92,3.45,0.23,1.91,missing,missing
55553,SEASON,CHRISTMAS,YES,152.0,4.0,0.026,0,0.0,0.0,2.0,0.0,0.0,14.0,11.0,0.849,105.0,4.58,P,N,1.33,3.41,0.17,1.07,13,12,0.778,27,4.53,,N,0.92,2.59,0.58,1.83,missing,missing
