Cues,Targets,Target Normed?,Sample Size,# Subjects Producing Target ,Forward Strength,Backward Strength,Mediated Strength,# Mediated Associates,# Non-Normed Potential Mediators,Shared Associate Strength,# Shared Associates,Cue Set Size,# Cue Competitors,Cue Competitor Strength,Cue Frequency (K&F),Cue Concreteness(Scale 1-7),Cue Homograph? (Letter=Yes),Cue Part of Speech,Mean Cue Connectivity,Cue Connectivity Strength,Cue Resonance Probability,Cue Resonance Strength,Target Set Size,# Target Competitors,Target Competitor Strength,Target Frequency (K&F),Target Concreteness(Scale 1-7),Target Homograph? (Letter=Yes),Target Part of Speech,Mean Target Connectivity,Target Connectivity Strength,Target Resonance Probability,Target Resonance Strength,# of Other Associate Links to Target,Strength of Other Associate Links to Target
WITH,ME,YES,150,2,0.013,0,0.0162,3,3,0.01,1,12,5,0.56,7289,2.61,,,missing,missing,missing,missing,12,10,0.191,1181,5,,,1.09,0,0.64,0,missing,missing
WITH,OUT,YES,150,10,0.067,0,0,0,3,0,0,12,8,0.559,7289,2.61,,,missing,missing,missing,missing,6,5,0.873,2096,2.4,G,AD,0.2,1.02,0.4,2.01,missing,missing
WITH,SOMEONE,NO,150,5,0.033,0,0,0,0,0,0,12,9,0.626,7289,2.61,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
WITH,TOGETHER,YES,150,36,0.24,0.02,0.0011,1,3,0.0005,1,12,6,0.36,7289,2.61,,,missing,missing,missing,missing,19,17,0.737,267,2.88,G,AD,1.84,4.1,0.58,2.23,0,0
WITH,WHO,YES,150,3,0.02,0,0,0,3,0.0023,2,12,6,0.573,7289,2.61,,PP,missing,missing,missing,missing,11,8,0.493,2252,2.28,,,2.1,3.64,0.4,1.75,missing,missing
WITH,WITHOUT,YES,150,34,0.227,0.26,0,0,3,0.0003,1,12,7,0.379,7289,2.61,,,missing,missing,missing,missing,15,10,0.322,583,2.6,,,1.08,0,0.17,0,0,0
WITH,YOU,YES,150,3,0.02,0,0.0108,3,3,0.0091,1,12,5,0.346,7289,2.61,,,missing,missing,missing,missing,9,6,0.122,3286,3.66,,,1.86,2.39,0.29,1.6,missing,missing
WITHDRAWN,ALONE,YES,147,6,0.041,0,0.0317,5,3,0.0048,3,22,12,0.327,4,missing,,,1.68,3.55,0,1,19,13,0.482,195,3.81,,,1.44,2.01,0.63,2.53,missing,missing
WITHDRAWN,AWAY,YES,147,5,0.034,0,0.0031,2,3,0,0,22,16,0.544,4,missing,,,1.68,3.55,0,1,17,16,0.846,456,2.53,,,2.44,5.68,0.38,1.29,missing,missing
WITHDRAWN,BANK,YES,147,2,0.014,0,0,0,3,0,0,22,18,0.625,4,missing,,,1.68,3.55,0,1,6,6,0.925,83,5.69,N,N,0.67,1.95,1,2.58,missing,missing
WITHDRAWN,CLOSED,YES,147,3,0.02,0,0,0,3,0,0,22,18,0.619,4,missing,,,1.68,3.55,0,1,5,5,0.828,106,missing,,,1.2,1.5,0,1,missing,missing
WITHDRAWN,DEPRESSED,YES,147,9,0.061,0,0.0005,1,3,0.0013,2,22,16,0.523,4,missing,,,1.68,3.55,0,1,10,8,0.758,11,2.36,,,2,4.84,0.5,1.15,missing,missing
WITHDRAWN,DROPPED,NO,147,2,0.014,0,0,0,0,0,0,22,19,0.639,4,missing,,,1.68,3.55,0,1,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
WITHDRAWN,FAIL,YES,147,2,0.014,0,0,0,3,0,0,22,18,0.625,4,missing,,,1.68,3.55,0,1,21,20,0.774,37,3.23,,,1.6,4.23,0.3,2.15,missing,missing
WITHDRAWN,FEAR,YES,147,2,0.014,0,0,0,3,0,0,22,18,0.625,4,missing,,,1.68,3.55,0,1,17,15,0.692,127,3.22,,,1.4,1.91,0.67,1.8,missing,missing
WITHDRAWN,INSIDE,YES,147,2,0.014,0,0.0025,1,3,0.0028,1,22,16,0.557,4,missing,,,1.68,3.55,0,1,8,7,0.665,174,missing,,,0.88,1,0.38,1.85,missing,missing
WITHDRAWN,INTROVERT,YES,147,8,0.054,0,0.0035,2,3,0.0255,4,22,13,0.307,4,missing,,,1.68,3.55,0,1,8,0,0,1,missing,,,1,0,0.25,0,missing,missing
WITHDRAWN,INWARD,NO,147,2,0.014,0,0,0,0,0,0,22,19,0.639,4,missing,,,1.68,3.55,0,1,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
WITHDRAWN,ISOLATED,YES,147,4,0.027,0,0.004,3,3,0.0269,3,22,15,0.523,4,missing,,,1.68,3.55,0,1,8,5,0.143,35,missing,,,1.5,1.88,0.38,1.12,missing,missing
WITHDRAWN,LONELY,YES,147,2,0.014,0,0.0154,4,3,0.0132,5,22,12,0.334,4,missing,,,1.68,3.55,0,1,17,12,0.406,25,2.53,,,1.88,3.44,0.35,1.4,missing,missing
WITHDRAWN,OUT,YES,147,2,0.014,0,0.0028,1,3,0,0,22,17,0.611,4,missing,,,1.68,3.55,0,1,6,5,0.873,2096,2.4,G,AD,0.2,1.02,0.4,2.01,missing,missing
WITHDRAWN,OUTGOING,YES,147,5,0.034,0,0.0135,1,3,0.0111,4,22,14,0.342,4,missing,,,1.68,3.55,0,1,27,14,0.436,8,missing,,,1.61,0,0.22,0,missing,missing
WITHDRAWN,PERSON,YES,147,3,0.02,0,0.0009,2,3,0,0,22,16,0.571,4,missing,,,1.68,3.55,0,1,14,13,0.834,175,6.51,,,1.85,3.23,0.31,1.73,missing,missing
WITHDRAWN,QUIET,YES,147,12,0.081,0,0.0289,5,3,0.0051,1,22,13,0.287,4,missing,,,1.68,3.55,0,1,12,9,0.826,76,3.7,,,0.5,1.96,0.7,1.8,missing,missing
WITHDRAWN,RECLUSE,NO,147,3,0.02,0,0,0,0,0,0,22,19,0.639,4,missing,,,1.68,3.55,0,1,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
WITHDRAWN,SECLUDED,YES,147,5,0.034,0,0.0005,1,3,0.0201,5,22,13,0.408,4,missing,,,1.68,3.55,0,1,16,9,0.269,1,missing,,,1.5,2.75,0.14,1.07,missing,missing
WITHDRAWN,SHY,YES,147,16,0.108,0,0.0163,4,3,0.0232,3,22,14,0.348,4,missing,,,1.68,3.55,0,1,16,11,0.397,13,missing,,,1.57,2.41,0.5,2.77,missing,missing
WITHDRAWN,SOCIETY,YES,147,2,0.014,0,0,0,3,0,0,22,18,0.625,4,missing,,,1.68,3.55,0,1,18,16,0.566,237,3.9,,,1.25,1.65,0.13,1.16,missing,missing
WITHDRAWN,TAKE,YES,147,4,0.027,0,0,0,3,0.0013,1,22,17,0.578,4,missing,,,1.68,3.55,0,1,11,10,0.755,611,3.2,,,2.55,2.91,0.73,2.42,missing,missing
WITHOUT,ALONE,YES,146,5,0.034,0.013,0.0009,1,3,0.0009,1,15,10,0.494,583,2.6,,,missing,missing,missing,missing,19,14,0.711,195,3.81,,,1.44,2.01,0.63,2.53,0,0
WITHOUT,DEPRIVED,NO,146,2,0.014,0,0,0,0,0,0,15,12,0.596,583,2.6,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
WITHOUT,EMPTY,YES,146,10,0.068,0,0.0103,3,3,0.0023,3,15,7,0.405,583,2.6,,,missing,missing,missing,missing,11,8,0.765,64,3.65,,,0.27,1.01,0.36,1.81,missing,missing
WITHOUT,GONE,YES,146,2,0.014,0,0.0076,3,3,0,0,15,8,0.46,583,2.6,,,missing,missing,missing,missing,20,17,0.642,195,3.02,G,AJ,1.47,0,0.29,0,missing,missing
WITHOUT,HAVE,YES,146,3,0.021,0,0,0,3,0.004,1,15,10,0.52,583,2.6,,,missing,missing,missing,missing,15,14,0.689,3941,2.44,,,1.93,4.2,0.33,1.4,missing,missing
WITHOUT,LACKING,NO,146,5,0.034,0,0,0,0,0,0,15,12,0.596,583,2.6,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
WITHOUT,LOVE,YES,146,2,0.014,0,0,0,3,0,0,15,11,0.582,583,2.6,,,missing,missing,missing,missing,18,18,0.761,232,3.51,,,1.67,2.87,0.78,3.58,missing,missing
WITHOUT,MISSING,YES,146,4,0.027,0,0,0,3,0.0022,1,15,10,0.555,583,2.6,,,missing,missing,missing,missing,11,9,0.688,33,missing,,,0.8,2.61,0.3,1.18,missing,missing
WITHOUT,NONE,YES,146,4,0.027,0,0.0018,1,3,0.014,3,15,8,0.439,583,2.6,,,missing,missing,missing,missing,11,8,0.65,108,2.84,,,2.18,2.64,0.46,1.81,missing,missing
WITHOUT,NOT,YES,146,8,0.055,0,0.0015,1,3,0.0006,1,15,9,0.472,583,2.6,,,missing,missing,missing,missing,21,14,0.617,4609,2.68,,,1.4,0,0,0,missing,missing
WITHOUT,NOTHING,YES,146,7,0.048,0,0.0051,3,3,0.0099,2,15,8,0.398,583,2.6,,,missing,missing,missing,missing,15,11,0.457,412,1.88,,,1.62,3.72,0.69,2.36,missing,missing
WITHOUT,POOR,YES,146,2,0.014,0,0,0,3,0,0,15,11,0.582,583,2.6,,,missing,missing,missing,missing,11,11,0.734,113,3,,,0.73,1.36,0.27,2.56,missing,missing
WITHOUT,WITH,YES,146,38,0.26,0.227,0,0,3,0.0003,1,15,10,0.322,583,2.6,,,missing,missing,missing,missing,12,7,0.379,7289,2.61,,,1,0,0.44,0,0,0
WITHOUT,WITHIN,NO,146,5,0.034,0,0,0,0,0,0,15,12,0.596,583,2.6,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
WITHOUT,YOU,YES,146,2,0.014,0,0.0052,1,3,0,0,15,10,0.322,583,2.6,,,missing,missing,missing,missing,9,7,0.823,3286,3.66,,,1.86,2.39,0.29,1.6,missing,missing
WITNESS,ACCOMPLICE,NO,145,2,0.014,0,0,0,0,0,0,22,17,0.69,28,5.54,,,1.65,4.03,0.06,1.17,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
WITNESS,ACCUSE,YES,145,2,0.014,0,0,0,5,0.0088,4,22,12,0.4,28,5.54,,,1.65,4.03,0.06,1.17,20,16,0.606,10,missing,,,2.4,3.39,0.15,1.21,missing,missing
WITNESS,COURT,YES,145,11,0.076,0,0.0411,5,5,0.0064,2,22,11,0.435,28,5.54,,,1.65,4.03,0.06,1.17,17,13,0.522,230,5.05,N,N,1.4,2.18,0.6,2.34,missing,missing
WITNESS,CRIME,YES,145,19,0.131,0,0.0051,4,5,0.0009,1,22,12,0.476,28,5.54,,,1.65,4.03,0.06,1.17,24,21,0.686,34,3.81,,,2.59,4.15,0.59,1.68,missing,missing
WITNESS,DEFENDANT,NO,145,4,0.028,0,0,0,0,0,0,22,17,0.69,28,5.54,,,1.65,4.03,0.06,1.17,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
WITNESS,EYE,YES,145,6,0.041,0,0.0155,1,5,0.0224,1,22,15,0.587,28,5.54,,,1.65,4.03,0.06,1.17,13,10,0.512,122,6.28,,,1.82,3.3,0.73,2.08,missing,missing
WITNESS,JUDGE,YES,145,3,0.021,0,0.0375,5,5,0.027,2,22,11,0.435,28,5.54,,,1.65,4.03,0.06,1.17,17,15,0.376,77,6.25,,,1.18,2.35,0.59,2.42,missing,missing
WITNESS,JURY,YES,145,8,0.055,0,0.012,4,5,0.0325,3,22,12,0.449,28,5.54,,,1.65,4.03,0.06,1.17,11,8,0.249,67,6.17,,,1.45,2.52,0.46,1.34,missing,missing
WITNESS,MURDER,YES,145,6,0.041,0,0.0035,2,5,0.0063,1,22,14,0.504,28,5.54,,,1.65,4.03,0.06,1.17,10,9,0.841,75,4.68,,,2.7,2.68,0.3,1.36,missing,missing
WITNESS,PERSON,YES,145,4,0.028,0,0,0,5,0,0,22,16,0.662,28,5.54,,,1.65,4.03,0.06,1.17,14,13,0.834,175,6.51,,,1.85,3.23,0.31,1.73,missing,missing
WITNESS,PRESENT,YES,145,3,0.021,0,0,0,5,0,0,22,16,0.669,28,5.54,,,1.65,4.03,0.06,1.17,12,12,0.828,377,3.37,N,N,1.25,2.21,0.75,2.53,missing,missing
WITNESS,PROSECUTOR,NO,145,2,0.014,0,0,0,0,0,0,22,17,0.69,28,5.54,,,1.65,4.03,0.06,1.17,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
WITNESS,PROTECTION,YES,145,2,0.014,0,0,0,5,0,0,22,16,0.676,28,5.54,,,1.65,4.03,0.06,1.17,23,22,0.73,68,3.49,,,2,4.52,0.32,1.61,missing,missing
WITNESS,SAW,YES,145,6,0.041,0,0.0045,1,5,0.0042,1,22,15,0.587,28,5.54,,,1.65,4.03,0.06,1.17,13,12,0.764,352,4.57,N,N,0.92,2.47,0.46,1.24,missing,missing
WITNESS,SCENE,YES,145,2,0.014,0,0,0,5,0.0021,1,22,15,0.545,28,5.54,,,1.65,4.03,0.06,1.17,14,13,0.659,106,4.05,,,0.86,1.96,0.07,1.05,missing,missing
WITNESS,SEE,YES,145,9,0.062,0,0.0176,2,5,0.0132,2,22,14,0.546,28,5.54,,,1.65,4.03,0.06,1.17,14,12,0.578,772,3.44,,,2.36,3.14,0.86,3.37,missing,missing
WITNESS,SEER,NO,145,4,0.028,0,0,0,0,0,0,22,17,0.69,28,5.54,,,1.65,4.03,0.06,1.17,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
WITNESS,STAND,YES,145,4,0.028,0,0,0,5,0,0,22,16,0.662,28,5.54,,,1.65,4.03,0.06,1.17,10,10,0.86,148,4.4,N,V,0.6,1.03,0.2,1.36,missing,missing
WITNESS,SUSPECT,YES,145,2,0.014,0,0,0,5,0.025,3,22,13,0.456,28,5.54,,,1.65,4.03,0.06,1.17,14,11,0.508,30,missing,,,3.07,3.02,0,1,missing,missing
WITNESS,TESTIFY,YES,145,6,0.041,0.171,0,0,5,0.0188,4,22,12,0.449,28,5.54,,,1.65,4.03,0.06,1.17,15,8,0.299,23,missing,,,2.85,4.55,0.08,1.04,0,0
WITNESS,TESTIMONY,NO,145,4,0.028,0,0,0,0,0,0,22,17,0.69,28,5.54,,,1.65,4.03,0.06,1.17,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
WITNESS,TRIAL,YES,145,7,0.048,0,0.0105,4,5,0.0291,3,22,10,0.421,28,5.54,,,1.65,4.03,0.06,1.17,14,10,0.348,134,4.92,T,N,2.62,3.49,0.15,1.2,missing,missing
WOLF,ANIMAL,YES,148,23,0.155,0,0.0184,6,3,0.1049,4,20,8,0.17,6,missing,,,1.71,5.15,0.12,1.08,28,23,0.349,68,5.65,,,1.81,4.45,0.74,3.94,missing,missing
WOLF,BEAR,YES,148,2,0.014,0,0.0025,1,3,0.0265,4,20,12,0.252,6,missing,,,1.71,5.15,0.12,1.08,28,20,0.498,57,5.81,N,V,2.08,5.22,0.42,2.63,missing,missing
WOLF,CAT,YES,148,2,0.014,0,0.2527,2,3,0.1801,1,20,14,0.286,6,missing,,,1.71,5.15,0.12,1.08,3,2,0.416,23,6.21,,,0,0.93,1,3,missing,missing
WOLF,DOG,YES,148,52,0.351,0,0.0819,8,3,0.0157,3,20,8,0.164,6,missing,,,1.71,5.15,0.12,1.08,5,2,0.038,75,5.75,,,0.4,1,0.8,2.56,missing,missing
WOLF,FOX,YES,148,5,0.034,0.04,0.0002,1,3,0.0462,3,20,13,0.252,6,missing,,,1.71,5.15,0.12,1.08,18,14,0.364,13,7,,,1.78,4.2,0.5,1.49,1,0.014
WOLF,GANG,YES,148,7,0.047,0,0,0,3,0,0,20,16,0.759,6,missing,,,1.71,5.15,0.12,1.08,18,18,0.771,22,5.55,,,1.33,2.18,0.22,1.24,missing,missing
WOLF,GRAY,YES,148,2,0.014,0,0,0,3,0.0005,1,20,15,0.778,6,missing,,,1.71,5.15,0.12,1.08,17,14,0.767,12,5.06,G,AJ,1.53,4.31,0,1,missing,missing
WOLF,HOUND,YES,148,2,0.014,0,0.0077,2,3,0.2795,2,20,13,0.393,6,missing,,,1.71,5.15,0.12,1.08,5,2,0.069,7,6.83,N,N,0.25,0.96,0.5,1.22,missing,missing
WOLF,HOWL,NO,148,3,0.02,0,0,0,0,0,0,20,17,0.806,6,missing,,,1.71,5.15,0.12,1.08,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
WOLF,JUNGLE,YES,148,3,0.02,0,0.0003,1,3,0.0123,3,20,13,0.597,6,missing,,,1.71,5.15,0.12,1.08,21,18,0.719,20,6.28,,,1.81,3.94,0.33,1.59,missing,missing
WOLF,MAN,YES,148,2,0.014,0,0.002,2,3,0.0002,1,20,13,0.603,6,missing,,,1.71,5.15,0.12,1.08,9,8,0.838,1207,6.14,,,0.56,1.35,0.67,2.14,missing,missing
WOLF,MEAN,YES,148,3,0.02,0,0.0004,1,3,0.0049,1,20,14,0.421,6,missing,,,1.71,5.15,0.12,1.08,18,16,0.692,199,3.09,N,N,1.53,2.96,0.59,2.55,missing,missing
WOLF,MOON,YES,148,2,0.014,0,0.0002,1,3,0,0,20,15,0.778,6,missing,,,1.71,5.15,0.12,1.08,10,10,0.826,60,5.68,,,1.9,3.03,0.7,1.4,missing,missing
WOLF,PUPPY,YES,148,3,0.02,0,0.0404,1,3,0.264,1,20,15,0.435,6,missing,,,1.71,5.15,0.12,1.08,7,6,0.198,2,6.34,,,0.71,1.09,0.57,1.27,missing,missing
WOLF,SCARY,YES,148,2,0.014,0,0,0,3,0,0,20,16,0.792,6,missing,,,1.71,5.15,0.12,1.08,13,11,0.745,2,2.59,,,2.73,4.48,0.55,1.59,missing,missing
WOLF,TEEN,NO,148,3,0.02,0,0,0,0,0,0,20,17,0.806,6,missing,,,1.71,5.15,0.12,1.08,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
WOLF,TEETH,YES,148,4,0.027,0,0,0,3,0,0,20,16,0.779,6,missing,,,1.71,5.15,0.12,1.08,16,15,0.87,103,6.14,,,1.67,3.1,0.53,3.25,missing,missing
WOLF,VICIOUS,NO,148,2,0.014,0,0,0,0,0,0,20,17,0.806,6,missing,,,1.71,5.15,0.12,1.08,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
WOLF,WILD,YES,148,3,0.02,0.04,0.0004,1,3,0.0197,3,20,12,0.246,6,missing,,,1.71,5.15,0.12,1.08,15,8,0.389,56,3.72,,,1.17,0,0.42,0,1,0.02
WOLF,WOODS,YES,148,2,0.014,0,0.0019,2,3,0.0024,2,20,13,0.603,6,missing,,,1.71,5.15,0.12,1.08,14,12,0.774,25,6.87,,,1.36,2.38,0.29,1.31,missing,missing
WOMAN,BEAUTIFUL,YES,126,2,0.016,0.014,0.0023,2,0,0.0043,1,7,3,0.635,224,5.68,,,2,1.6,0.86,2.03,8,6,0.73,127,3.89,,,2.38,2.37,0.63,1.44,2,0.031
WOMAN,FEMALE,YES,126,11,0.087,0.07,0.0019,2,0,0.0095,4,7,1,0.595,224,5.68,,,2,1.6,0.86,2.03,12,6,0.65,50,6.17,,,2.27,1.78,0.36,1.89,2,0.028
WOMAN,GIRL,YES,126,11,0.087,0.034,0.0112,4,0,0.0018,2,7,2,0.619,224,5.68,,,2,1.6,0.86,2.03,8,5,0.825,220,6.83,,,1.25,1.48,1,2.64,4,0.194
WOMAN,LADY,YES,126,6,0.048,0.244,0.0089,2,0,0.2253,4,7,2,0.04,224,5.68,,,2,1.6,0.86,2.03,15,9,0.217,80,5.58,,,2.21,4.05,0.43,1.59,2,0.026
WOMAN,LOVE,YES,126,2,0.016,0,0.0028,2,0,0.001,1,7,3,0.659,224,5.68,,,2,1.6,0.86,2.03,18,17,0.75,232,3.51,,,1.67,2.87,0.78,3.58,missing,missing
WOMAN,MAN,YES,126,75,0.595,0.66,0.0178,1,0,0.0006,1,7,5,0.23,224,5.68,,,2,1.6,0.86,2.03,9,7,0.178,1207,6.14,,,0.56,1.35,0.67,2.14,1,0.371
WOMAN,MOTHER,YES,126,3,0.024,0.02,0.0012,1,0,0.0007,1,7,4,0.746,224,5.68,,,2,1.6,0.86,2.03,13,11,0.851,216,5.47,,,2.46,4.06,0.69,2.2,1,0.014
WOMEN,CHILDREN,YES,149,2,0.013,0,0,0,0,0.0002,1,13,11,0.757,195,missing,,,1.46,1.78,0.08,1.61,17,16,0.812,346,5.78,,,1.82,2.32,0.29,1.8,missing,missing
WOMEN,FEMALE,YES,149,6,0.04,0,0.0037,3,0,0.0037,3,13,8,0.656,195,missing,,,1.46,1.78,0.08,1.61,12,8,0.72,50,6.17,,,2.27,1.78,0.36,1.89,missing,missing
WOMEN,GIRL,YES,149,4,0.027,0,0.0073,5,0,0.0012,3,13,7,0.643,195,missing,,,1.46,1.78,0.08,1.61,8,5,0.832,220,6.83,,,1.25,1.48,1,2.64,missing,missing
WOMEN,HAIR,YES,149,2,0.013,0,0,0,0,0,0,13,12,0.77,195,missing,,,1.46,1.78,0.08,1.61,19,18,0.816,148,5.7,,,0.72,2.76,0.72,3.34,missing,missing
WOMEN,LADY,YES,149,4,0.027,0,0.0019,2,0,0.0469,5,13,7,0.535,195,missing,,,1.46,1.78,0.08,1.61,15,9,0.446,80,5.58,,,2.21,4.05,0.43,1.59,missing,missing
WOMEN,MAN,YES,149,18,0.121,0,0.01,1,0,0.0004,1,13,11,0.635,195,missing,,,1.46,1.78,0.08,1.61,9,8,0.838,1207,6.14,,,0.56,1.35,0.67,2.14,missing,missing
WOMEN,ME,YES,149,2,0.013,0,0,0,0,0.0004,1,13,11,0.743,195,missing,,,1.46,1.78,0.08,1.61,12,10,0.678,1181,5,,,1.09,0,0.64,0,missing,missing
WOMEN,MEN,YES,149,67,0.45,0.614,0,0,0,0.0004,1,13,11,0.313,195,missing,,,1.46,1.78,0.08,1.61,10,5,0.117,763,6.09,,,1.14,0,0.57,0,0,0
WOMEN,MOTHER,YES,149,2,0.013,0,0.0007,2,0,0,0,13,10,0.717,195,missing,,,1.46,1.78,0.08,1.61,13,13,0.912,216,5.47,,,2.46,4.06,0.69,2.2,missing,missing
WOMEN,PEOPLE,YES,149,2,0.013,0,0.0005,1,0,0,0,13,11,0.75,195,missing,,,1.46,1.78,0.08,1.61,18,18,0.765,847,5.51,,,1.44,2.06,0.61,2.62,missing,missing
WOMEN,PRETTY,YES,149,2,0.013,0,0.0011,2,0,0.004,1,13,10,0.716,195,missing,,,1.46,1.78,0.08,1.61,11,10,0.74,107,2.9,,,2.82,2.5,0.91,2.62,missing,missing
WOMEN,RIGHTS,YES,149,3,0.02,0,0,0,0,0.0003,1,13,11,0.75,195,missing,,,1.46,1.78,0.08,1.61,15,11,0.648,77,missing,,,0.83,0,0.25,0,missing,missing
WOMEN,SEX,YES,149,3,0.02,0,0.0109,3,0,0.0062,2,13,8,0.219,195,missing,,,1.46,1.78,0.08,1.61,15,12,0.503,84,5.33,,,1.71,3.47,0.57,2.04,missing,missing
WONDER,AMAZE,YES,119,22,0.185,0.137,0.0043,1,0,0.002,1,14,12,0.605,67,1.94,,,1.36,3.27,0.43,1.53,16,4,0.157,3,missing,,,2,0,0.33,0,1,0.126
WONDER,AWE,YES,119,4,0.034,0.033,0.0109,1,0,0.0233,1,14,12,0.605,67,1.94,,,1.36,3.27,0.43,1.53,20,11,0.283,5,missing,,,1.69,0,0.23,0,1,0.059
WONDER,BREAD,YES,119,13,0.109,0,0,0,0,0,0,14,13,0.715,67,1.94,,,1.36,3.27,0.43,1.53,15,15,0.904,41,6.18,,,1.2,2.56,0.53,2.74,missing,missing
WONDER,CURIOUS,YES,119,2,0.017,0.06,0,0,0,0.0032,2,14,11,0.605,67,1.94,,,1.36,3.27,0.43,1.53,18,11,0.578,46,missing,,,0.57,0,0.21,0,0,0
WONDER,DREAM,YES,119,5,0.042,0,0.0077,3,0,0,0,14,10,0.723,67,1.94,,,1.36,3.27,0.43,1.53,10,9,0.72,64,3.03,,,0.33,0.86,0.56,2.27,missing,missing
WONDER,HOW,YES,119,3,0.025,0,0.0026,1,0,0.0112,2,14,11,0.757,67,1.94,,,1.36,3.27,0.43,1.53,13,10,0.271,834,1.57,,,2.08,0,0.5,0,missing,missing
WONDER,IMAGINE,YES,119,2,0.017,0,0,0,0,0.0445,2,14,11,0.58,67,1.94,,,1.36,3.27,0.43,1.53,11,8,0.247,61,2.43,,,0.8,1.84,0.1,1.05,missing,missing
WONDER,PONDER,YES,119,3,0.025,0.276,0.0072,1,0,0.0877,4,14,9,0.538,67,1.94,,,1.36,3.27,0.43,1.53,5,0,0,1,2.78,,,1.8,1.49,0.4,1.07,1,0.039
WONDER,QUESTION,YES,119,2,0.017,0,0.0053,4,0,0,0,14,9,0.715,67,1.94,,,1.36,3.27,0.43,1.53,6,5,0.87,257,3.91,,,0.4,0.95,0.6,1.99,missing,missing
WONDER,THINK,YES,119,22,0.185,0.011,0.0192,5,0,0.0025,2,14,8,0.538,67,1.94,,,1.36,3.27,0.43,1.53,22,17,0.554,433,3.38,,,2.85,5.01,0.65,2.84,5,0.897
WONDER,THOUGHT,YES,119,2,0.017,0.014,0.0172,2,0,0.0441,2,14,10,0.555,67,1.94,,,1.36,3.27,0.43,1.53,9,6,0.358,442,1.28,,,1.78,2.05,0.67,1.68,2,0.117
WONDER,WHY,YES,119,3,0.025,0,0.0103,1,0,0.0043,2,14,11,0.757,67,1.94,,,1.36,3.27,0.43,1.53,6,4,0.723,404,2.63,,,1.5,1.51,0.67,2.09,missing,missing
WONDER,WOMAN,YES,119,12,0.101,0,0,0,0,0,0,14,13,0.723,67,1.94,,,1.36,3.27,0.43,1.53,7,7,0.873,224,5.68,,,2,1.6,0.86,2.03,missing,missing
WONDER,WORRY,YES,119,3,0.025,0,0,0,0,0.0065,1,14,12,0.614,67,1.94,,,1.36,3.27,0.43,1.53,24,19,0.618,55,2.8,,,1.65,5.79,0.4,1.57,missing,missing
WONDERFUL,BEAUTIFUL,YES,143,10,0.068,0,0.0006,1,1,0,0,17,14,0.66,53,2.17,,,2.31,3.54,0.31,1.33,8,8,0.793,127,3.89,,,2.38,2.37,0.63,1.44,missing,missing
WONDERFUL,DAY,YES,143,3,0.021,0,0,0,1,0,0,17,15,0.721,53,2.17,,,2.31,3.54,0.31,1.33,6,6,0.921,686,4.67,,,0.67,1.01,0.67,2.26,missing,missing
WONDERFUL,DELIGHTFUL,NO,143,2,0.014,0,0,0,0,0,0,17,16,0.742,53,2.17,,,2.31,3.54,0.31,1.33,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
WONDERFUL,EXCELLENT,YES,143,3,0.021,0.027,0.0016,4,1,0.0954,4,17,10,0.324,53,2.17,,,2.31,3.54,0.31,1.33,14,7,0.273,68,2.23,,,3.33,4.22,0.58,1.2,4,0.06
WONDERFUL,FANTASTIC,YES,143,2,0.014,0.105,0.0007,1,1,0.0967,5,17,10,0.324,53,2.17,,,2.31,3.54,0.31,1.33,15,5,0.151,20,missing,,,3.73,4.34,0.36,1.09,1,0.048
WONDERFUL,GOOD,YES,143,11,0.075,0,0.0319,7,1,0.0114,4,17,7,0.241,53,2.17,,,2.31,3.54,0.31,1.33,8,4,0.812,807,2.53,,,0.75,1.44,0.75,2.63,missing,missing
WONDERFUL,GREAT,YES,143,40,0.28,0.07,0.0251,5,1,0.0078,3,17,10,0.324,53,2.17,,,2.31,3.54,0.31,1.33,18,12,0.4,665,3.03,G,AJ,2.69,7.93,0.44,2.5,5,1.497
WONDERFUL,HAPPY,YES,143,7,0.048,0,0.0046,6,1,0,0,17,9,0.501,53,2.17,,,2.31,3.54,0.31,1.33,8,7,0.859,98,3.51,,,1.29,1.52,0.86,3.38,missing,missing
WONDERFUL,LIFE,YES,143,8,0.055,0,0.0001,1,1,0.0015,2,17,13,0.625,53,2.17,,,2.31,3.54,0.31,1.33,11,9,0.805,715,3.88,,,1.36,2.11,0.73,1.67,missing,missing
